"","Gene ID","Gene Name","A2058","A375","C32","Malme3M","SKMEL28","SKMEL5","WM2664"
"10627","ENSG00000163626","COX18",10,9,9,13,6,6,8
"10628","ENSG00000163629","PTPN13",36,15,23,38,12,56,5
"10629","ENSG00000163630","SYNPR",0.1,0,0.1,0.3,0.1,0,0
"10630","ENSG00000163631","ALB",0.1,0,0,0,0,0,0
"10631","ENSG00000163632","C3orf49",0.5,0.4,0.6,0.4,0.6,0,1
"10632","ENSG00000163633","C4orf36",1,0.8,2,3,2,2,2
"10633","ENSG00000163634","THOC7",128,180,78,98,311,106,174
"10634","ENSG00000163635","ATXN7",14,23,14,15,50,14,17
"10635","ENSG00000163636","PSMD6",53,90,46,41,124,34,48
"10636","ENSG00000163637","PRICKLE2",3,4,3,9,11,2,6
"10637","ENSG00000163638","ADAMTS9",0.8,11,10,2,24,0.1,2
"10638","ENSG00000163644","PPM1K",5,3,24,10,16,2,20
"10639","ENSG00000163645","ERICH6",0.1,0.3,0.1,0.1,0.2,0.2,0
"10640","ENSG00000163646","CLRN1",0.1,0,0.1,0,0,0.1,0.1
"10641","ENSG00000163655","GMPS",79,88,52,56,115,34,67
"10642","ENSG00000163659","TIPARP",52,100,84,34,77,20,80
"10643","ENSG00000163660","CCNL1",26,32,39,25,49,33,30
"10644","ENSG00000163661","PTX3",51,8,0.1,50,1,0.5,22
"10645","ENSG00000163666","HESX1",1,4,6,4,2,1,0.6
"10646","ENSG00000163673","DCLK3",0.1,0,0.1,0,0.1,0,0.1
"10647","ENSG00000163681","SLMAP",22,29,22,21,18,17,20
"10648","ENSG00000163682","RPL9",393,710,211,294,287,562,342
"10649","ENSG00000163683","SMIM14",8,22,8,27,14,23,17
"10650","ENSG00000163684","RPP14",9,13,7,10,10,9,10
"10651","ENSG00000163686","ABHD6",25,33,14,40,40,35,30
"10652","ENSG00000163687","DNASE1L3",0.3,0,0,0,0.1,0.3,0.3
"10653","ENSG00000163689","C3orf67",5,6,6,7,9,1,19
"10654","ENSG00000163694","RBM47",9,9,0.2,16,20,4,0.1
"10655","ENSG00000163697","APBB2",11,9,14,7,7,8,8
"10656","ENSG00000163701","IL17RE",2,0.6,3,3,0.3,1,2
"10657","ENSG00000163702","IL17RC",18,20,12,37,24,30,32
"10658","ENSG00000163703","CRELD1",13,25,22,60,31,61,52
"10659","ENSG00000163704","PRRT3",2,4,1,3,4,2,5
"10660","ENSG00000163705","FANCD2OS",0.2,0.2,0.2,0,0.1,0.1,0.5
"10661","ENSG00000163710","PCOLCE2",12,19,3,0,23,37,4
"10662","ENSG00000163714","U2SURP",79,118,63,65,114,59,62
"10663","ENSG00000163719","MTMR14",24,45,16,24,24,28,32
"10664","ENSG00000163728","TTC14",24,18,38,15,33,25,16
"10665","ENSG00000163734","CXCL3",3,9,0.1,0.3,1,3,0.2
"10666","ENSG00000163735","CXCL5",0,0,0,2,0.1,0.1,0
"10667","ENSG00000163736","PPBP",0,0,0,0,0.4,0,0
"10668","ENSG00000163737","PF4",0,0,0,0.2,0,2,0
"10669","ENSG00000163738","MTHFD2L",5,8,3,2,1,2,4
"10670","ENSG00000163739","CXCL1",130,79,1,29,50,90,12
"10671","ENSG00000163743","RCHY1",17,13,21,18,30,22,14
"10672","ENSG00000163746","PLSCR2",0.1,0,0.2,0,0.3,0.2,0.1
"10673","ENSG00000163749","CCDC158",0.3,0.2,0.3,0.2,0.1,0.1,0.3
"10674","ENSG00000163754","GYG1",70,62,68,54,137,52,34
"10675","ENSG00000163755","HPS3",33,11,26,120,94,33,12
"10676","ENSG00000163762","TM4SF18",2,0.4,10,35,1,17,12
"10677","ENSG00000163781","TOPBP1",101,111,68,87,127,51,83
"10678","ENSG00000163785","RYK",35,68,51,45,119,32,41
"10679","ENSG00000163788","SNRK",15,20,28,35,33,19,53
"10680","ENSG00000163792","TCF23",0,0.1,0.2,0.1,0.1,0.1,0.1
"10681","ENSG00000163793","DNAJC5G",0,0.1,0.2,0.1,0.2,0.2,0.1
"10682","ENSG00000163794","UCN",6,3,3,4,2,4,5
"10683","ENSG00000163795","ZNF513",23,33,13,19,16,22,15
"10684","ENSG00000163798","SLC4A1AP",25,37,28,31,34,31,32
"10685","ENSG00000163803","PLB1",3,1,0,11,0.3,3,0.2
"10686","ENSG00000163806","SPDYA",0.6,0.4,0.4,0.5,0.5,0.6,0.2
"10687","ENSG00000163807","KIAA1143",40,48,37,45,24,24,49
"10688","ENSG00000163808","KIF15",34,48,24,22,30,8,39
"10689","ENSG00000163810","TGM4",0,0.1,0,0,0,0,0.3
"10690","ENSG00000163811","WDR43",100,169,99,99,140,179,103
"10691","ENSG00000163812","ZDHHC3",31,33,28,24,27,20,26
"10692","ENSG00000163814","CDCP1",0.2,90,9,44,3,0.2,2
"10693","ENSG00000163815","CLEC3B",0,2,0.2,0,0.1,0,0.2
"10694","ENSG00000163817","SLC6A20",0.2,0.2,0.2,0.2,0.2,0.2,0.1
"10695","ENSG00000163818","LZTFL1",7,23,8,10,11,14,8
"10696","ENSG00000163820","FYCO1",13,22,20,110,106,61,41
"10697","ENSG00000163823","CCR1",0.1,0.1,0.4,56,11,2,1
"10698","ENSG00000163825","RTP3",0.1,0,0,0,0.1,0,0
"10699","ENSG00000163827","LRRC2",0.3,0.6,0.1,1,0.3,0.1,1
"10700","ENSG00000163832","ELP6",44,51,38,30,36,25,51
"10701","ENSG00000163833","FBXO40",0.1,0.1,0,0.1,0,0.1,0
"10702","ENSG00000163840","DTX3L",33,48,33,44,153,64,53
"10703","ENSG00000163848","ZNF148",27,33,24,32,63,22,24
"10704","ENSG00000163864","NMNAT3",0,0.2,0,0.4,0,0.3,0
"10705","ENSG00000163866","SMIM12",18,20,15,12,18,13,16
"10706","ENSG00000163867","ZMYM6",4,6,5,4,6,5,7
"10707","ENSG00000163870","TPRA1",28,31,26,30,39,20,23
"10708","ENSG00000163872","YEATS2",29,21,24,34,59,20,26
"10709","ENSG00000163873","GRIK3",0,0.1,0,0.1,0,0,0
"10710","ENSG00000163874","ZC3H12A",5,4,4,3,4,1,3
"10711","ENSG00000163875","MEAF6",36,62,47,45,56,37,52
"10712","ENSG00000163877","SNIP1",20,29,16,13,19,12,20
"10713","ENSG00000163879","DNALI1",0,0,0,2,0.1,0.2,0.2
"10714","ENSG00000163882","POLR2H",77,64,40,38,60,35,46
"10715","ENSG00000163884","KLF15",8,12,0.6,9,15,18,11
"10716","ENSG00000163885","CFAP100",0,0.1,0.1,0,0,0.1,0.1
"10717","ENSG00000163888","CAMK2N2",7,4,1,1,14,1,14
"10718","ENSG00000163898","LIPH",1,0.2,4,0.3,0.4,0.2,0.1
"10719","ENSG00000163900","TMEM41A",10,6,7,9,12,8,6
"10720","ENSG00000163902","RPN1",429,270,294,315,577,314,487
"10721","ENSG00000163904","SENP2",35,26,29,32,45,35,32
"10722","ENSG00000163909","HEYL",0,0,0,0.7,0,0,1
"10723","ENSG00000163913","IFT122",7,11,5,9,13,5,7
"10724","ENSG00000163914","RHO",0,0,0,0,0,0.1,0
"10725","ENSG00000163915","IGF2BP2-AS1",0.1,0.2,0,0.1,0.2,0.1,0.1
"10726","ENSG00000163918","RFC4",71,47,60,53,134,23,71
"10727","ENSG00000163923","RPL39L",93,47,32,62,146,34,45
"10728","ENSG00000163930","BAP1",79,71,62,99,64,72,87
"10729","ENSG00000163931","TKT",343,232,194,128,150,197,245
"10730","ENSG00000163932","PRKCD",76,157,98,154,64,74,126
"10731","ENSG00000163933","RFT1",22,28,11,22,15,20,21
"10732","ENSG00000163935","SFMBT1",16,14,17,31,31,14,26
"10733","ENSG00000163938","GNL3",163,305,159,160,196,176,194
"10734","ENSG00000163939","PBRM1",42,53,36,59,75,43,65
"10735","ENSG00000163945","UVSSA",7,12,9,8,6,10,9
"10736","ENSG00000163946","FAM208A",62,100,23,47,37,50,80
"10737","ENSG00000163947","ARHGEF3",6,19,48,23,19,11,90
"10738","ENSG00000163950","SLBP",194,190,179,86,135,66,142
"10739","ENSG00000163956","LRPAP1",93,52,57,68,76,142,130
"10740","ENSG00000163958","ZDHHC19",0,0,0.1,24,0.2,0.2,0.6
"10741","ENSG00000163959","SLC51A",1,0.5,1,2,2,0.9,1
"10742","ENSG00000163960","UBXN7",31,32,22,25,30,22,27
"10743","ENSG00000163961","RNF168",28,20,19,19,33,9,33
"10744","ENSG00000163964","PIGX",37,17,20,44,76,25,40
"10745","ENSG00000163975","MELTF",129,91,60,399,505,186,67
"10746","ENSG00000163993","S100P",0,0.5,0,0,0,0.4,0.3
"10747","ENSG00000163995","ABLIM2",0.1,0.1,0,0.5,0,0.2,0.1
"10748","ENSG00000164002","EXO5",14,13,9,0.6,8,3,6
"10749","ENSG00000164007","CLDN19",0.1,0.1,0,0.1,0,0,0.1
"10750","ENSG00000164008","C1orf50",8,12,7,8,11,9,9
"10751","ENSG00000164010","ERMAP",5,7,2,6,4,2,4
"10752","ENSG00000164011","ZNF691",18,30,6,13,16,14,16
"10753","ENSG00000164022","AIMP1",79,87,73,56,59,53,65
"10754","ENSG00000164023","SGMS2",6,2,4,0.3,14,4,0.6
"10755","ENSG00000164024","METAP1",108,90,67,57,47,40,67
"10756","ENSG00000164031","DNAJB14",23,18,22,24,16,18,18
"10757","ENSG00000164032","H2AFZ",1127,464,1093,630,795,362,858
"10758","ENSG00000164035","EMCN",0.2,0.1,0.2,0.1,0.1,0,0
"10759","ENSG00000164037","SLC9B1",0.5,0.4,0.5,0.9,0.3,1,0.4
"10760","ENSG00000164038","SLC9B2",14,13,9,5,5,6,15
"10761","ENSG00000164039","BDH2",23,17,11,19,13,21,25
"10762","ENSG00000164040","PGRMC2",86,38,93,69,66,63,88
"10763","ENSG00000164045","CDC25A",59,45,41,18,40,9,32
"10764","ENSG00000164047","CAMP",0,10,0.9,8,0.2,0.6,0.5
"10765","ENSG00000164048","ZNF589",14,24,7,16,11,18,11
"10766","ENSG00000164049","FBXW12",0.1,0.3,0.1,0.1,0.1,0.1,0.1
"10767","ENSG00000164050","PLXNB1",6,11,9,11,5,6,16
"10768","ENSG00000164051","CCDC51",47,64,32,45,33,47,34
"10769","ENSG00000164053","ATRIP",0.6,0.4,0.2,0.3,0.5,0.3,0.3
"10770","ENSG00000164054","SHISA5",86,77,55,82,65,79,100
"10771","ENSG00000164056","SPRY1",19,11,32,35,50,67,41
"10772","ENSG00000164061","BSN",0.2,0.9,0.2,0.4,1,0.2,0.4
"10773","ENSG00000164062","APEH",100,121,71,123,112,147,146
"10774","ENSG00000164066","INTU",3,4,3,2,2,3,2
"10775","ENSG00000164068","RNF123",24,39,14,24,18,27,30
"10776","ENSG00000164070","HSPA4L",27,6,14,21,2,5,9
"10777","ENSG00000164073","MFSD8",12,8,8,15,10,9,11
"10778","ENSG00000164074","ABHD18",9,6,3,7,4,4,6
"10779","ENSG00000164076","CAMKV",0,0,0,0,0.1,1,0
"10780","ENSG00000164077","MON1A",12,15,10,12,9,8,14
"10781","ENSG00000164078","MST1R",0.1,0.3,0,0.8,0.1,0,1
"10782","ENSG00000164080","RAD54L2",18,31,17,31,16,17,17
"10783","ENSG00000164081","TEX264",26,27,39,31,26,25,37
"10784","ENSG00000164082","GRM2",0.1,0.1,0,0.1,0.1,0,0.1
"10785","ENSG00000164086","DUSP7",19,22,25,13,11,12,12
"10786","ENSG00000164087","POC1A",44,32,31,33,41,13,43
"10787","ENSG00000164088","PPM1M",12,22,1,28,2,8,22
"10788","ENSG00000164089","ETNPPL",5,0.3,0,5,1,2,0.1
"10789","ENSG00000164091","WDR82",141,170,134,121,90,101,149
"10790","ENSG00000164093","PITX2",0.3,3,1,0.1,2,2,1
"10791","ENSG00000164096","C4orf3",45,39,132,79,39,54,113
"10792","ENSG00000164099","PRSS12",39,18,20,8,15,18,19
"10793","ENSG00000164100","NDST3",1,0.2,0.2,1,0.1,0.1,0
"10794","ENSG00000164104","HMGB2",202,163,170,68,148,51,210
"10795","ENSG00000164105","SAP30",52,42,91,23,45,20,83
"10796","ENSG00000164106","SCRG1",5,0.6,33,0.2,1,1,36
"10797","ENSG00000164107","HAND2",0,4,7,0,0,3,0
"10798","ENSG00000164109","MAD2L1",90,64,67,28,48,13,49
"10799","ENSG00000164111","ANXA5",1207,611,1633,1090,2103,1441,2467
"10800","ENSG00000164112","TMEM155",0.2,0.1,0.1,0,0,0.1,0
"10801","ENSG00000164114","MAP9",15,36,20,1,1,10,9
"10802","ENSG00000164116","GUCY1A3",0.1,0.4,0,0,0,0,0
"10803","ENSG00000164117","FBXO8",19,8,32,27,21,25,24
"10804","ENSG00000164118","CEP44",8,12,11,9,6,11,10
"10805","ENSG00000164120","HPGD",10,1,4,1,6,4,12
"10806","ENSG00000164122","ASB5",0,0,0,0,0,1,0
"10807","ENSG00000164123","C4orf45",0,0,0.3,0.1,0.1,0,0
"10808","ENSG00000164124","TMEM144",4,3,0.6,7,10,12,5
"10809","ENSG00000164125","FAM198B",114,5,85,15,13,24,94
"10810","ENSG00000164128","NPY1R",0,0.4,0,0,0,0,0
"10811","ENSG00000164134","NAA15",69,72,53,41,44,27,38
"10812","ENSG00000164136","IL15",0.5,0.7,2,0.1,0.3,0.3,0.1
"10813","ENSG00000164142","FAM160A1",2,4,2,0.9,2,2,0.8
"10814","ENSG00000164144","ARFIP1",56,53,67,50,39,32,65
"10815","ENSG00000164151","ICE1",64,61,39,42,39,65,36
"10816","ENSG00000164161","HHIP",0.2,0.9,0.1,0,0,0,0
"10817","ENSG00000164162","ANAPC10",11,14,10,12,10,6,11
"10818","ENSG00000164163","ABCE1",117,139,116,76,94,64,99
"10819","ENSG00000164164","OTUD4",43,58,47,40,33,30,38
"10820","ENSG00000164167","LSM6",29,20,30,14,17,10,16
"10821","ENSG00000164168","TMEM184C",46,41,34,45,36,28,39
"10822","ENSG00000164169","PRMT9",9,18,19,20,15,12,11
"10823","ENSG00000164171","ITGA2",26,100,15,17,21,16,39
"10824","ENSG00000164172","MOCS2",38,49,51,19,48,20,41
"10825","ENSG00000164175","SLC45A2",7,1,6,118,210,405,213
"10826","ENSG00000164176","EDIL3",25,12,0.6,6,2,3,0.1
"10827","ENSG00000164180","TMEM161B",12,15,21,6,24,12,11
"10828","ENSG00000164181","ELOVL7",6,1,0.3,2,21,9,0
"10829","ENSG00000164182","NDUFAF2",68,101,65,16,91,61,66
"10830","ENSG00000164185","ZNF474",0.3,0.3,0,0,0,0.1,0.2
"10831","ENSG00000164187","LMBRD2",21,18,7,14,9,19,12
"10832","ENSG00000164188","RANBP3L",0,0,0,0,0,0.1,0.2
"10833","ENSG00000164190","NIPBL",53,42,32,33,30,52,31
"10834","ENSG00000164197","RNF180",0.1,2,2,0.1,0.1,3,1
"10835","ENSG00000164199","ADGRV1",0.1,3,0.1,0,0.1,0.1,0.1
"10836","ENSG00000164209","SLC25A46",34,60,37,22,48,41,26
"10837","ENSG00000164211","STARD4",29,28,91,3,35,39,40
"10838","ENSG00000164219","PGGT1B",15,15,13,6,13,11,12
"10839","ENSG00000164220","F2RL2",10,9,0.3,0.3,0.1,0.3,12
"10840","ENSG00000164221","CCDC112",10,21,14,7,15,13,24
"10841","ENSG00000164236","ANKRD33B",2,2,0.3,17,2,5,0.1
"10842","ENSG00000164237","CMBL",66,46,10,39,36,0.1,42
"10843","ENSG00000164241","C5orf63",2,1,0.2,0.7,0.1,1,2
"10844","ENSG00000164244","PRRC1",36,42,49,27,51,42,48
"10845","ENSG00000164251","F2RL1",3,10,0,0,2,1,0.1
"10846","ENSG00000164252","AGGF1",57,69,35,32,50,51,40
"10847","ENSG00000164253","WDR41",35,29,39,16,27,18,30
"10848","ENSG00000164256","PRDM9",0,0,0,0,0.4,0,0.1
"10849","ENSG00000164258","NDUFS4",106,147,92,50,117,91,125
"10850","ENSG00000164265","SCGB3A2",0.7,1,2,0.1,4,1,0.3
"10851","ENSG00000164266","SPINK1",0,0.2,2,3,12,1,0.1
"10852","ENSG00000164283","ESM1",0.3,1,0,0,0.2,0.4,0
"10853","ENSG00000164284","GRPEL2",39,61,32,10,36,17,24
"10854","ENSG00000164287","CDC20B",0.2,0.3,0.3,0,0.3,0.7,0.1
"10855","ENSG00000164291","ARSK",18,14,13,10,19,8,38
"10856","ENSG00000164292","RHOBTB3",54,30,95,41,72,52,42
"10857","ENSG00000164294","GPX8",83,53,86,43,106,76,73
"10858","ENSG00000164296","TIGD6",6,9,3,4,9,5,5
"10859","ENSG00000164300","SERINC5",95,13,50,55,118,57,115
"10860","ENSG00000164303","ENPP6",0.1,0.1,0.1,0.1,0.1,0,0
"10861","ENSG00000164304","CAGE1",0.3,0.3,0.1,0,0.1,0.1,0.1
"10862","ENSG00000164305","CASP3",94,84,103,52,68,48,94
"10863","ENSG00000164306","PRIMPOL",43,44,21,30,23,19,28
"10864","ENSG00000164307","ERAP1",31,72,21,25,59,41,21
"10865","ENSG00000164308","ERAP2",65,2,74,2,16,3,3
"10866","ENSG00000164309","CMYA5",0.3,0.2,0,4,0.3,0.1,0.1
"10867","ENSG00000164318","EGFLAM",0,4,0,0.1,0,0.1,0.3
"10868","ENSG00000164323","CFAP97",66,96,45,70,47,73,43
"10869","ENSG00000164327","RICTOR",20,26,20,19,17,24,15
"10870","ENSG00000164329","PAPD4",37,49,40,21,53,28,35
"10871","ENSG00000164330","EBF1",11,4,9,5,9,1,15
"10872","ENSG00000164331","ANKRA2",12,28,8,15,16,23,16
"10873","ENSG00000164332","UBLCP1",95,141,87,44,114,74,78
"10874","ENSG00000164334","FAM170A",0.2,0,0,0,0,0,0
"10875","ENSG00000164338","UTP15",18,30,25,10,25,25,13
"10876","ENSG00000164342","TLR3",6,8,5,6,3,7,5
"10877","ENSG00000164344","KLKB1",0.3,0.1,0,0.6,0.1,0.1,0.1
"10878","ENSG00000164346","NSA2",37,89,32,16,78,58,35
"10879","ENSG00000164347","GFM2",58,121,53,28,56,56,40
"10880","ENSG00000164362","TERT",10,1,0.1,0.4,0.4,0.5,0.5
"10881","ENSG00000164366","CCDC127",13,7,9,15,8,14,10
"10882","ENSG00000164379","FOXQ1",0.4,0,0,0,0,0,0
"10883","ENSG00000164385","LINC01600",0.3,0.3,0.3,0.1,0.1,0.3,0.1
"10884","ENSG00000164398","ACSL6",0.6,0.3,0.1,0.3,0.3,0.2,0.2
"10885","ENSG00000164399","IL3",0,0,0,0,0,0,0.2
"10886","ENSG00000164400","CSF2",0,0.2,0,0.5,0,0,0
"10887","ENSG00000164402","8-Sep",41,40,29,15,23,24,46
"10888","ENSG00000164403","SHROOM1",10,11,5,9,6,2,8
"10889","ENSG00000164404","GDF9",0.5,0.6,0.8,0.3,0.4,0.9,0.3
"10890","ENSG00000164405","UQCRQ",322,382,158,141,324,209,257
"10891","ENSG00000164406","LEAP2",1,0.9,0.8,0.7,0.3,0.9,1
"10892","ENSG00000164411","GJB7",0.1,0.1,0.1,0,0,0,0
"10893","ENSG00000164414","SLC35A1",22,22,23,20,16,16,36
"10894","ENSG00000164418","GRIK2",39,27,10,5,8,13,32
"10895","ENSG00000164430","CGAS",20,0.1,6,2,11,0.1,14
"10896","ENSG00000164434","FABP7",79,11,59,10,31,218,173
"10897","ENSG00000164438","TLX3",0,0,0,0,14,0.2,0
"10898","ENSG00000164440","TXLNB",0.1,0.1,0.2,0.5,0.3,1,0.2
"10899","ENSG00000164442","CITED2",22,17,37,16,56,35,15
"10900","ENSG00000164451","CALHM4",0,0,0,0,0,0,0.1
"10901","ENSG00000164463","CREBRF",4,16,4,7,12,20,7
"10902","ENSG00000164465","DCBLD1",14,11,6,11,7,5,8
"10903","ENSG00000164466","SFXN1",72,83,6,22,79,36,32
"10904","ENSG00000164483","SAMD3",0.2,0.1,0.3,0.1,0.1,0.1,0.1
"10905","ENSG00000164484","TMEM200A",0.1,0.6,0,0.1,0,0.1,0
"10906","ENSG00000164494","PDSS2",23,19,21,36,26,18,32
"10907","ENSG00000164506","STXBP5",45,9,26,15,40,20,36
"10908","ENSG00000164509","IL31RA",0.6,7,0,0,0.1,0,0
"10909","ENSG00000164512","ANKRD55",0.2,3,0.8,0.1,0.1,0.5,0.5
"10910","ENSG00000164520","RAET1E",0.2,5,0.2,0.1,0.5,0,0.4
"10911","ENSG00000164530","PI16",0.1,0.1,0,0.3,0,0,0
"10912","ENSG00000164532","TBX20",0,3,0,0,0,2,1
"10913","ENSG00000164535","DAGLB",13,13,7,9,10,7,12
"10914","ENSG00000164542","KIAA0895",14,8,4,8,3,7,5
"10915","ENSG00000164543","STK17A",52,133,44,39,79,55,58
"10916","ENSG00000164548","TRA2A",84,66,78,25,50,0.1,69
"10917","ENSG00000164556","FAM183BP",0,0,0.1,0,0,0,0
"10918","ENSG00000164574","GALNT10",6,21,29,8,21,13,16
"10919","ENSG00000164576","SAP30L",18,24,14,13,11,10,21
"10920","ENSG00000164587","RPS14",438,789,208,150,442,414,356
"10921","ENSG00000164588","HCN1",0.6,0.7,0.7,0,0.1,1,0.1
"10922","ENSG00000164591","MYOZ3",0.2,0.1,0,0.4,0,0,0.2
"10923","ENSG00000164597","COG5",30,21,43,72,32,25,39
"10924","ENSG00000164603","BMT2",22,26,65,25,20,19,25
"10925","ENSG00000164604","GPR85",2,2,1,7,3,1,1
"10926","ENSG00000164609","SLU7",47,156,48,26,104,60,40
"10927","ENSG00000164610","RP9",34,36,19,19,17,23,33
"10928","ENSG00000164611","PTTG1",219,193,223,49,428,56,296
"10929","ENSG00000164615","CAMLG",49,123,28,26,47,58,53
"10930","ENSG00000164616","FBXL21",0.4,2,0,0,0.1,2,0
"10931","ENSG00000164619","BMPER",0.1,0.1,0,0.4,0.1,0.1,0.2
"10932","ENSG00000164620","RELL2",12,8,6,11,11,7,16
"10933","ENSG00000164621","SMAD5-AS1",0,0,0,0,0.1,0,0
"10934","ENSG00000164626","KCNK5",0,13,1,0.1,1,1,12
"10935","ENSG00000164627","KIF6",3,2,1,2,1,4,0.6
"10936","ENSG00000164631","ZNF12",38,35,33,27,34,57,45
"10937","ENSG00000164638","SLC29A4",3,0.7,1,0.8,0.6,6,2
"10938","ENSG00000164647","STEAP1",22,7,3,18,28,19,26
"10939","ENSG00000164649","CDCA7L",18,42,3,0.1,41,43,40
"10940","ENSG00000164651","SP8",0.1,0.6,0.1,0,2,3,0.1
"10941","ENSG00000164654","MIOS",29,20,17,19,20,23,28
"10942","ENSG00000164659","KIAA1324L",0,22,3,0.2,5,6,0.1
"10943","ENSG00000164663","USP49",4,3,3,2,3,2,2
"10944","ENSG00000164669","INTS4P1",0.2,1,0,0.1,0.2,0.1,0.1
"10945","ENSG00000164674","SYTL3",3,0.9,0.4,5,1,1,0.7
"10946","ENSG00000164675","IQUB",0.3,0.3,0.5,0.2,0.2,0.5,0
"10947","ENSG00000164683","HEY1",131,25,100,80,116,82,65
"10948","ENSG00000164684","ZNF704",21,4,39,17,48,44,25
"10949","ENSG00000164687","FABP5",106,50,86,76,95,292,9
"10950","ENSG00000164690","SHH",0,0,0,0,0,0.1,0
"10951","ENSG00000164691","TAGAP",0,0.2,0.1,0.5,0,0.1,0
"10952","ENSG00000164692","COL1A2",1,1,487,10,1,1,549
"10953","ENSG00000164694","FNDC1",0,0,0,1,2,0.7,0
"10954","ENSG00000164695","CHMP4C",0.1,8,0.1,0.4,0.1,0,0.2
"10955","ENSG00000164707","SLC13A4",0.2,0.2,0.8,0.2,0.2,0.2,0.4
"10956","ENSG00000164713","BRI3",48,22,119,140,90,63,95
"10957","ENSG00000164715","LMTK2",23,24,40,42,16,17,28
"10958","ENSG00000164729","SLC35G3",0,0,0,0.1,0,0,0
"10959","ENSG00000164733","CTSB",166,151,112,1322,850,221,938
"10960","ENSG00000164736","SOX17",0,0,0,0.1,0,0,0
"10961","ENSG00000164741","DLC1",16,14,35,25,41,14,32
"10962","ENSG00000164742","ADCY1",60,5,8,80,17,92,99
"10963","ENSG00000164743","C8orf48",10,10,5,7,11,9,9
"10964","ENSG00000164744","SUN3",0.2,0.4,0,0.6,0.8,0.4,0.6
"10965","ENSG00000164746","C7orf57",0.6,0.2,0.3,0.4,0.9,0.6,1
"10966","ENSG00000164749","HNF4G",0.1,4,3,0,0,0,0
"10967","ENSG00000164751","PEX2",28,23,54,19,25,25,20
"10968","ENSG00000164754","RAD21",310,314,313,147,228,180,178
"10969","ENSG00000164756","SLC30A8",0.1,0,0,4,0.2,0,0.1
"10970","ENSG00000164758","MED30",24,36,13,12,14,13,17
"10971","ENSG00000164761","TNFRSF11B",0.1,8,0,0.1,0.2,0.2,0.1
"10972","ENSG00000164764","SBSPON",1,0.7,2,0.4,0.3,0.3,0.3
"10973","ENSG00000164776","PHKG1",1,0.5,0.3,0.8,0.2,1,2
"10974","ENSG00000164778","EN2",38,22,35,34,6,18,27
"10975","ENSG00000164794","KCNV1",0.3,0.3,0.2,0.1,0.3,0.2,0.2
"10976","ENSG00000164796","CSMD3",0.2,0.1,0.3,0,0.1,0.5,0.1
"10977","ENSG00000164808","SPIDR",33,22,24,18,19,18,18
"10978","ENSG00000164815","ORC5",63,51,71,85,55,45,59
"10979","ENSG00000164818","DNAAF5",53,31,14,20,19,37,38
"10980","ENSG00000164823","OSGIN2",56,44,43,37,49,34,20
"10981","ENSG00000164828","SUN1",47,32,28,45,42,38,71
"10982","ENSG00000164830","OXR1",38,28,48,30,32,21,27
"10983","ENSG00000164841","TMEM74",0.1,0.9,0.2,0,0.4,1,0.1
"10984","ENSG00000164845","FAM86FP",0,4,0.2,3,1,1,0
"10985","ENSG00000164849","GPR146",1,0.4,0.4,0.2,0.9,0.7,0.7
"10986","ENSG00000164850","GPER1",17,0,0.1,5,0.5,0.3,3
"10987","ENSG00000164855","TMEM184A",0.2,0.3,0,0.3,0.1,0.2,0.1
"10988","ENSG00000164867","NOS3",4,0.1,2,3,0.1,0.1,0.4
"10989","ENSG00000164877","MICALL2",22,7,12,56,5,3,24
"10990","ENSG00000164879","CA3",0,0.3,0.5,0.1,0,0,0.2
"10991","ENSG00000164880","INTS1",151,83,45,60,69,77,77
"10992","ENSG00000164885","CDK5",54,63,70,62,39,37,52
"10993","ENSG00000164889","SLC4A2",151,83,496,188,107,105,114
"10994","ENSG00000164893","SLC7A13",0.1,0.1,0,0.1,0.1,0,0.1
"10995","ENSG00000164896","FASTK",69,37,66,105,57,63,88
"10996","ENSG00000164897","TMUB1",87,46,129,102,54,49,60
"10997","ENSG00000164898","FMC1",15,17,23,18,11,12,30
"10998","ENSG00000164900","GBX1",0,0.2,0,0,0.1,0.2,0
"10999","ENSG00000164902","PHAX",55,60,46,23,61,33,35
"11000","ENSG00000164904","ALDH7A1",57,60,64,24,45,26,65
"11001","ENSG00000164916","FOXK1",19,17,13,13,15,25,21
"11002","ENSG00000164919","COX6C",130,91,177,108,83,164,81
"11003","ENSG00000164920","OSR2",2,2,0.6,0.1,2,3,0.9
"11004","ENSG00000164924","YWHAZ",933,454,941,710,921,551,402
"11005","ENSG00000164929","BAALC",0.7,11,44,57,0.5,0.6,137
"11006","ENSG00000164930","FZD6",122,134,116,153,175,111,155
"11007","ENSG00000164932","CTHRC1",171,373,161,360,557,244,843
"11008","ENSG00000164933","SLC25A32",90,97,83,48,92,61,45
"11009","ENSG00000164934","DCAF13",63,81,42,20,44,35,25
"11010","ENSG00000164935","DCSTAMP",0.6,14,0,12,0.3,0,2
"11011","ENSG00000164938","TP53INP1",21,8,60,26,11,26,19
"11012","ENSG00000164941","INTS8",42,37,30,19,24,29,21
"11013","ENSG00000164944","VIRMA",71,70,54,36,41,44,29
"11014","ENSG00000164946","FREM1",23,11,28,6,0.6,0,14
"11015","ENSG00000164949","GEM",6,56,1,17,12,2,9
"11016","ENSG00000164951","PDP1",75,64,221,52,48,61,29
"11017","ENSG00000164953","TMEM67",14,15,17,6,7,34,5
