"","Gene ID","Gene Name","A2058","A375","C32","Malme3M","SKMEL28","SKMEL5","WM2664"
"20735","ENSG00000225347","SLC25A5P8",0.3,0,0,0,0.3,0,0.4
"20736","ENSG00000225349","AC022080.2",0.3,0,0,0,0,0.3,0.3
"20737","ENSG00000225355","ARL6IP1P2",0.8,1,3,0.8,0.5,0.6,0.3
"20738","ENSG00000225356","AC093840.1",0,0,0,0,0.4,0,0
"20739","ENSG00000225357","RPF2P1",3,3,4,0.8,3,1,3
"20740","ENSG00000225358","MIPEPP1",0.2,0.1,0.1,0.1,0.2,0.2,0
"20741","ENSG00000225359","AL358393.1",0,0,0,0,0,0.3,0
"20742","ENSG00000225361","PPP1R26-AS1",2,1,2,0.6,0.6,2,0.7
"20743","ENSG00000225362","CT62",0,0.3,0,0,0,0,0
"20744","ENSG00000225364","ATP6V0E1P1",0.7,0,0,0,0,0,0
"20745","ENSG00000225366","TDGF1P3",0.1,0,0,0,0,0,0
"20746","ENSG00000225371","CICP8",0,0.1,0,0.1,0.1,0,0
"20747","ENSG00000225376","TMEM246-AS1",0.2,0.2,0,0,0,0,0.4
"20748","ENSG00000225377","NRSN2-AS1",8,10,16,16,13,17,22
"20749","ENSG00000225381","RPS5P7",0,0,0,0,0,0.3,0.3
"20750","ENSG00000225383","SFTA1P",0.2,0,0,0,0.2,0,0
"20751","ENSG00000225385","AL353572.1",0,0,0,0.3,0.3,0,0
"20752","ENSG00000225386","AC099754.1",0,0,0,0,0,0.4,0
"20753","ENSG00000225391","NHEG1",0.2,0.3,0.5,0.2,0.1,0.6,2
"20754","ENSG00000225392","AC016700.1",0,0,0,0,0,0.5,0
"20755","ENSG00000225393","BX571846.1",3,4,1,4,0.8,3,1
"20756","ENSG00000225399","AC121247.1",0.3,0,0.2,0.8,5,0,2
"20757","ENSG00000225400","RAB28P5",0.7,0.4,0.3,0.4,0.4,0,1
"20758","ENSG00000225401","TGIF2P1",0.4,0.2,0,0,0,0.2,0.8
"20759","ENSG00000225402","AC010878.1",1,1,4,0.8,1,1,0.3
"20760","ENSG00000225405","RPS15AP17",0,1,0.6,0,0,0.8,0
"20761","ENSG00000225406","AC080125.1",0,0.2,0,0.2,0,0,0
"20762","ENSG00000225407","AC025188.1",0.3,0.2,2,0.2,0,0,0.6
"20763","ENSG00000225408","AL136980.1",0,0,0,0.5,0,0.3,0
"20764","ENSG00000225411","CR786580.1",0.3,2,0.4,0.5,1,1,2
"20765","ENSG00000225413","LINC02557",0,0,0,0,0,0,5
"20766","ENSG00000225416","AC104843.1",0.5,1,0,0.4,0.5,0,0.6
"20767","ENSG00000225417","AL049648.1",0,0,0,0,0,7,0
"20768","ENSG00000225419","RPL21P3",1,0,0,0,0.3,0.3,0
"20769","ENSG00000225420","AC104134.1",0.2,0.1,0.1,0,0,0.4,0.1
"20770","ENSG00000225422","RBMS1P1",8,6,8,9,3,4,5
"20771","ENSG00000225423","TNPO1P1",2,3,5,1,2,5,1
"20772","ENSG00000225431","LINC01671",0.2,0.1,0.5,0,0.2,0.2,0.1
"20773","ENSG00000225434","LINC01504",0.3,0.1,0.2,0,3,0.1,0.1
"20774","ENSG00000225439","BOLA3-AS1",6,36,3,19,8,10,14
"20775","ENSG00000225442","MPRIP-AS1",0,0,0,0.7,0.3,0,0
"20776","ENSG00000225446","LINC01763",0,0,0,0.2,0.7,0.5,0
"20777","ENSG00000225447","RPS15AP10",0.8,0.7,2,0,0,0,1
"20778","ENSG00000225448","AC009477.1",0,0.6,0,0,0,0,0
"20779","ENSG00000225449","RAB6C-AS1",0,0.5,0.1,0,0,0,0.1
"20780","ENSG00000225450","AL021707.1",0.6,0.3,0,0,0,0,0.7
"20781","ENSG00000225455","TPI1P4",0.3,0,0,0,0,0.3,0.4
"20782","ENSG00000225460","AL590233.1",0,0,0,0,0,0.4,0
"20783","ENSG00000225462","FDPSP1",0,0.1,0.2,0.5,0,0,0.3
"20784","ENSG00000225465","RFPL1S",0.1,0,0.3,0.2,0.1,1,0.4
"20785","ENSG00000225469","AL023773.1",0.1,4,0,0.4,0,0.6,0
"20786","ENSG00000225470","JPX",13,18,9,12,9,10,13
"20787","ENSG00000225471","BX119917.1",1,4,0.7,1,0.9,3,3
"20788","ENSG00000225472","AL136366.1",0,0,0,0,0,0.2,0
"20789","ENSG00000225475","AC099789.1",0,1,0,2,2,0,0
"20790","ENSG00000225477","AC099730.1",0,0,0,0,0,0,0.2
"20791","ENSG00000225480","AC006548.1",0,1,0,0,0,0,0
"20792","ENSG00000225484","NUTM2B-AS1",6,5,2,3,4,5,3
"20793","ENSG00000225486","AL663058.1",0.4,4,0,2,2,1,1
"20794","ENSG00000225489","AL354707.1",0.6,2,0.6,0.3,0.1,0.3,0.3
"20795","ENSG00000225490","ENSG00000225490",0,0.5,0,3,2,0,1
"20796","ENSG00000225492","GBP1P1",0.2,0.2,0.2,0.2,0.1,0,0
"20797","ENSG00000225496","AC104651.1",0.6,2,2,1,1,0.6,1
"20798","ENSG00000225498","AC002064.1",0,0.4,0,0,0,0,0
"20799","ENSG00000225499","RPL15P4",0,0.2,0,0,0,0,0
"20800","ENSG00000225505","AC104332.1",0,0,0,0,0,0.2,0
"20801","ENSG00000225506","CYP4A22-AS1",2,6,1,2,2,4,3
"20802","ENSG00000225507","AC069282.1",11,13,7,12,5,14,20
"20803","ENSG00000225509","AIFM1P1",0,0,0,0,0.1,0,0
"20804","ENSG00000225511","LINC00475",0.2,1,0.8,1,0,0,0.8
"20805","ENSG00000225513","AL158824.1",0,0,0,0.3,0,0.4,0
"20806","ENSG00000225518","LINC01703",4,6,0.8,7,2,4,4
"20807","ENSG00000225519","AL365434.1",0,0,0,0,0,0,0.5
"20808","ENSG00000225521","AC005237.1",0,0.3,0,0,0,0,0.3
"20809","ENSG00000225526","MKRN2OS",0.5,0.9,0.3,0.1,0.2,0.4,0.4
"20810","ENSG00000225527","AL450384.1",0.4,0,1,0.3,0.4,0.4,0.4
"20811","ENSG00000225528","Z82206.1",2,0.3,0.4,0.7,0.3,0.9,0.7
"20812","ENSG00000225530","SP3P",0.4,0.2,0.2,0.1,0.4,0.3,0
"20813","ENSG00000225531","AL807761.2",3,3,2,1,1,0.4,2
"20814","ENSG00000225532","AL731684.1",0.7,0.3,0,0,1,0,5
"20815","ENSG00000225535","LINC01393",0.2,0.2,0.1,0.5,0.1,0,0
"20816","ENSG00000225536","STIP1P3",0.8,0.3,3,0.3,0.7,0.4,0.1
"20817","ENSG00000225539","LINC01821",0,0.1,0,0,0,0,0
"20818","ENSG00000225541","AC002480.1",0.2,0,0,0,0,0,0
"20819","ENSG00000225542","ZNF385D-AS1",0,2,0,0,0,0.7,0.3
"20820","ENSG00000225544","AC245452.2",0.4,0,0,0,0.4,0.4,0
"20821","ENSG00000225546","LINC02476",0.8,5,0.1,0.1,0.1,2,5
"20822","ENSG00000225548","LINC01980",0,0.2,0,0,0,0,0.2
"20823","ENSG00000225549","SELENOKP3",0.1,0,0,0,0,0,0
"20824","ENSG00000225554","AL359764.1",0.2,0.2,0.3,0.2,0,0,0
"20825","ENSG00000225555","AP000320.1",0,0.3,0.5,1,0.3,0,0.4
"20826","ENSG00000225556","C2CD4D",2,1,0.8,5,1,3,2
"20827","ENSG00000225558","UBE2D3P2",13,22,12,13,9,5,6
"20828","ENSG00000225559","AC083867.1",0,0,0.5,0.3,0,0,0.4
"20829","ENSG00000225563","AC006076.1",0,0,0,0.8,0,0,0
"20830","ENSG00000225564","LINC01492",0,0.2,0.2,0,0.1,0.1,0.3
"20831","ENSG00000225568","AC093155.1",3,5,0.5,3,2,2,1
"20832","ENSG00000225569","CCT4P2",0,0.1,0,0,0,0,0
"20833","ENSG00000225572","DOCK4-AS1",0,0.1,0.2,0,0,0.1,0.1
"20834","ENSG00000225573","RPL35P5",13,43,25,16,14,23,17
"20835","ENSG00000225578","NCBP2-AS1",0.8,1,1,0.5,1,2,1
"20836","ENSG00000225579","EDNRB-AS1",0,0,0.8,0,0,0.5,0
"20837","ENSG00000225580","AL358942.1",5,6,3,3,5,3,4
"20838","ENSG00000225581","TRIM53AP",0,0,0.2,0,0,0,0
"20839","ENSG00000225588","AC096669.1",0.1,0.3,0.3,0.2,0.3,0.4,0
"20840","ENSG00000225591","BX248409.1",0,0.6,0,0,1,0,1
"20841","ENSG00000225595","LINC01623",0.1,0.2,0.1,0,0.1,0.2,0.2
"20842","ENSG00000225598","AL606519.1",0,0,0.8,0,0,0.3,0.6
"20843","ENSG00000225602","MTOR-AS1",0,0,0.3,0,0.2,0,0
"20844","ENSG00000225603","AC244394.1",0.7,1,1,0.5,1,1,0.4
"20845","ENSG00000225606","AC005281.1",0,0,0,0,0.8,0,0
"20846","ENSG00000225611","LINC02158",0.7,0.2,0.3,0.6,0.2,0.5,1
"20847","ENSG00000225614","ZNF469",1,6,0,0.2,0,0.1,0.2
"20848","ENSG00000225616","AL138785.1",3,3,1,1,3,3,0.5
"20849","ENSG00000225626","C9orf135-AS1",0,0,0,0,0,0.2,0
"20850","ENSG00000225630","MTND2P28",218,162,136,307,149,1124,137
"20851","ENSG00000225632","AL161644.1",0,0.1,0,0,0,0,0
"20852","ENSG00000225636","HNRNPA3P15",0.4,0.1,0.2,0,0.1,0.2,0.2
"20853","ENSG00000225637","AP001046.1",0,0,0,0,0,0.1,0.6
"20854","ENSG00000225639","PGAM1P2",0,0,0,0,0.6,0,0.5
"20855","ENSG00000225642","SNRPEP5",2,3,2,2,4,0,2
"20856","ENSG00000225643","AL606491.1",2,3,0,0.9,0.3,2,2
"20857","ENSG00000225644","RPL35AP4",0,0,0,0,1,0,2
"20858","ENSG00000225647","AC005487.1",0,0,0.3,0.4,0.6,0.2,0
"20859","ENSG00000225648","SBDSP1",49,34,67,44,18,39,42
"20860","ENSG00000225649","AC064875.1",9,13,17,10,4,23,45
"20861","ENSG00000225650","EIF2S2P5",0,0.1,0,0,0.2,0.2,0.2
"20862","ENSG00000225652","KCNMA1-AS3",0,0,0.3,0.2,0.2,0.5,0
"20863","ENSG00000225656","AL118511.2",0,3,0,0,0,0,3
"20864","ENSG00000225657","LINC01716",0,0,0,0.1,0,0,0.2
"20865","ENSG00000225661","RPL14P5",0.2,0,0,0,0,0.2,0
"20866","ENSG00000225662","AC012519.1",0,0.2,0,0,0,0,0
"20867","ENSG00000225663","MCRIP1",26,29,16,35,31,59,47
"20868","ENSG00000225664","YWHAZP8",0,0.2,0,0,0.2,0,0
"20869","ENSG00000225665","AC073475.1",0,0,0.4,0,0,0,0
"20870","ENSG00000225667","ENSG00000225667",0,0.8,0.6,4,0.4,4,0.5
"20871","ENSG00000225670","CADM3-AS1",0,0.2,0.1,0,0,0,0.2
"20872","ENSG00000225671","FCF1P6",0,0.2,0.4,0,0,0,0
"20873","ENSG00000225673","AC104164.1",0,0,0,0,0,0.3,0
"20874","ENSG00000225674","IPO7P2",3,5,6,2,6,5,3
"20875","ENSG00000225675","LINC01771",5,21,2,2,4,2,2
"20876","ENSG00000225676","AC002378.1",0,0.5,0.8,2,0,0,3
"20877","ENSG00000225678","AP000619.1",0.6,0.4,0,0.1,0,0,0.5
"20878","ENSG00000225681","AC005730.1",0,0,0,0.4,0,0.5,0
"20879","ENSG00000225683","PACRG-AS3",0,0,0,0.1,0,0,0
"20880","ENSG00000225684","FAM225B",0.1,0.9,1,0.2,0,0.2,0.2
"20881","ENSG00000225685","TSPY5P",0,0,0,0.3,0.2,0,0
"20882","ENSG00000225693","LAGE3P1",0.9,0.9,0,0.3,0.6,0.3,0
"20883","ENSG00000225695","HNRNPA1P35",0.6,1,0.5,0.6,0.3,0.2,0.9
"20884","ENSG00000225697","SLC26A6",38,19,42,30,16,15,34
"20885","ENSG00000225704","AL031274.1",0,0.6,0,0,0,0,0
"20886","ENSG00000225705","AC004899.1",0,0.2,0.3,0,0.1,0,0
"20887","ENSG00000225706","PTPRD-AS1",0.1,0.1,0,0.2,0.1,0.4,0.1
"20888","ENSG00000225708","AL354984.2",0,0.8,0,0.1,0,0,0
"20889","ENSG00000225711","AL512326.1",0.2,0.4,0,0,0,0,0.3
"20890","ENSG00000225712","ATP5G2P1",1,0,0,0.7,0.3,0.4,0
"20891","ENSG00000225715","AL512504.1",0,0,0.3,0,0,0,0.2
"20892","ENSG00000225718","AC092100.1",0.1,0,0,0,0,0.1,0
"20893","ENSG00000225720","AL031846.1",0.7,1,0,2,0,0,0
"20894","ENSG00000225721","AL592166.1",3,1,2,0.6,2,2,0.9
"20895","ENSG00000225722","BX890604.2",0,0,0,0,0,0,0.4
"20896","ENSG00000225724","ASH2LP3",0,0,0.3,0,0,0,0
"20897","ENSG00000225725","FAM66E",0,0.2,0.1,0.5,0.1,0.2,0
"20898","ENSG00000225726","AC007000.2",0.9,0.9,0.5,0.3,0.3,0.7,1
"20899","ENSG00000225731","AP001627.1",0,0.2,0.1,0,0.2,0,0.2
"20900","ENSG00000225733","FGD5-AS1",143,146,82,173,139,87,176
"20901","ENSG00000225739","NPM1P18",0.2,0.4,2,0,0,0,0.3
"20902","ENSG00000225742","LINC02036",0.3,0,0,0,0.4,0,0.4
"20903","ENSG00000225745","AL773572.1",0.3,0,0,0.3,0,0.1,0
"20904","ENSG00000225746","MEG8",0.1,0.1,0.3,0.4,0.1,0.2,0.1
"20905","ENSG00000225751","AC087501.1",0,0,0,0,0,0.2,0
"20906","ENSG00000225752","AL023581.1",0.7,0,0,0,0,0.7,0
"20907","ENSG00000225756","DBH-AS1",0,0,0,2,0,0,0.2
"20908","ENSG00000225760","LINC00431",0.2,0,0,0,0.4,0,2
"20909","ENSG00000225762","LINC01389",7,3,0.9,0.6,0,2,8
"20910","ENSG00000225764","P3H2-AS1",0,0.8,1,0.6,13,0.2,12
"20911","ENSG00000225766","DHRS4L1",2,1,0,2,2,2,1
"20912","ENSG00000225767","AL049637.1",0,0.3,0,0,0,0.3,1
"20913","ENSG00000225768","AL161646.1",3,8,8,3,6,4,0.5
"20914","ENSG00000225769","CROCCP1",0,0,0,0.1,0.1,0,0
"20915","ENSG00000225770","RPS29P3",4,6,4,8,0.8,4,4
"20916","ENSG00000225774","SIRPAP1",0.2,0.6,1,2,15,3,0.4
"20917","ENSG00000225778","PROSER2-AS1",0.5,0.4,0.1,0.4,0.2,0.1,0.2
"20918","ENSG00000225783","MIAT",0.2,0.2,0.2,0.1,0.3,0.4,0.1
"20919","ENSG00000225787","LSM3P3",3,3,1,1,4,0,2
"20920","ENSG00000225791","TRAM2-AS1",8,10,12,7,4,8,14
"20921","ENSG00000225792","AC004540.2",2,0.2,3,1,0.5,0.7,3
"20922","ENSG00000225793","AL080250.1",2,3,0.4,2,3,0.7,2
"20923","ENSG00000225794","AC073321.1",0,0.2,0,0.2,0,0,0
"20924","ENSG00000225796","MTND4P23",0,0,0,0,0,0.1,0.1
"20925","ENSG00000225798","AC025918.1",0,0,1,1,0.4,0.8,0
"20926","ENSG00000225802","WARSP1",0,0,0,0,0,0,1
"20927","ENSG00000225803","MRPS11P1",0,0,0,0,0.3,0,0
"20928","ENSG00000225805","DEFB131B",0.7,3,0,1,0.7,0,3
"20929","ENSG00000225806","AL121917.1",0,0.1,0,0,0,0,0
"20930","ENSG00000225807","AC069281.1",0.5,1,1,0.5,0.3,0.6,3
"20931","ENSG00000225808","DNAJC19P5",3,1,4,0.9,3,2,1
"20932","ENSG00000225813","AC009299.1",3,10,1,0,18,7,2
"20933","ENSG00000225814","GRPEL2P2",0.2,0.2,0.3,0,0,0,0.3
"20934","ENSG00000225816","GTF3AP5",0,0,0.3,0,0,0,0
"20935","ENSG00000225822","UBXN7-AS1",0.4,0.7,0.6,0,0.4,0,0.5
"20936","ENSG00000225823","RPL7P45",0.2,0,0,0,0.2,0,0
"20937","ENSG00000225826","LINC00626",0,0,0.2,0,0,0,0.2
"20938","ENSG00000225828","FAM229A",2,3,2,2,2,1,2
"20939","ENSG00000225830","ERCC6",6,4,4,5,8,4,4
"20940","ENSG00000225836","AL157400.1",0.4,0,0,0,0,0,0.5
"20941","ENSG00000225839","TRMT2B-AS1",1,2,0,2,0.7,2,0
"20942","ENSG00000225840","AC010970.1",167,187,3134,118,158,515,387
"20943","ENSG00000225843","NIPA2P1",0.2,0,0,0.1,0,0,0
"20944","ENSG00000225849","MKRN7P",0,0.2,0,0,0,0,0
"20945","ENSG00000225850","AL355490.1",0,1,0,0.7,0.4,0.4,0.7
"20946","ENSG00000225851","HLA-S",3,3,0,5,0,0,3
"20947","ENSG00000225854","AL451139.1",0,0,0,0,0,0.5,0
"20948","ENSG00000225855","RUSC1-AS1",7,5,5,4,2,3,3
"20949","ENSG00000225857","AL162431.1",1,0.4,0.3,0,0,0.2,0
"20950","ENSG00000225860","LINC02072",0.1,0.1,0.1,0.1,0.1,0.2,0.1
"20951","ENSG00000225864","HCG4P11",0,0,0,0,0.9,0.2,0
"20952","ENSG00000225868","AC016582.1",0.1,0.1,0.3,0.1,0.1,0.1,0.1
"20953","ENSG00000225869","AC008696.1",0.3,0,0,0.2,0,0,0.3
"20954","ENSG00000225870","LINC00368",0,0,0.4,0.2,0.2,0.5,0
"20955","ENSG00000225871","AC245100.2",1,1,2,0.7,0.9,2,0.8
"20956","ENSG00000225872","LINC01529",0,0,0,0.3,0,0,0
"20957","ENSG00000225876","AC024067.1",0,0,4,0,0,0,0
"20958","ENSG00000225877","PSG8-AS1",0,0,0,0.1,0.2,0.1,0
"20959","ENSG00000225879","AL109924.1",0,0,0,0,0,0.2,0
"20960","ENSG00000225880","LINC00115",1,1,0.7,0.5,2,1,0.7
"20961","ENSG00000225882","LINC01456",0.2,0.2,0,0.2,0.2,0.7,0
"20962","ENSG00000225883","BMS1P11",0,0.2,0.3,0,0,0,0
"20963","ENSG00000225885","AC023590.1",0.1,0.1,0,0.2,0.2,0,0
"20964","ENSG00000225886","AL445490.1",0.5,0.3,0.5,0.4,1,0.3,0.3
"20965","ENSG00000225889","AC012368.1",4,2,4,6,0.6,4,1
"20966","ENSG00000225891","AL513365.2",0.3,0.3,0.9,0.8,0,0.6,1
"20967","ENSG00000225892","ENSG00000225892",1,1,2,2,2,1,2
"20968","ENSG00000225898","AC002075.1",0,0,0,0,0.4,0,0
"20969","ENSG00000225899","FRG2B",0.1,0.2,0,0.1,0,0,0.6
"20970","ENSG00000225900","HSPE1P13",0,0,0.8,0,0,0,0
"20971","ENSG00000225903","AL035404.2",0,0,0,0.5,0,0,0
"20972","ENSG00000225905","AL391244.2",0,0,0,0.3,0,0,0
"20973","ENSG00000225907","RPS27P16",0.8,0,0,0,0.7,0.8,0
"20974","ENSG00000225912","AL121871.1",10,12,1,3,6,9,9
"20975","ENSG00000225913","AL138767.3",0.9,3,0,0.6,0.3,0.6,0
"20976","ENSG00000225914","AL671511.1",0.4,1,0.6,0.2,0.4,0.6,0.9
"20977","ENSG00000225918","RPL7P59",0.3,0.2,0.2,0,0.2,0.7,0.4
"20978","ENSG00000225920","RIMKLBP2",2,2,1,0.9,1,1,2
"20979","ENSG00000225921","NOL7",191,116,67,129,147,174,122
"20980","ENSG00000225922","RPL21P92",0.3,0,0,0,0,0,0
"20981","ENSG00000225928","CACYBPP1",0.2,0,0,0,0,0,0
"20982","ENSG00000225929","AC000036.1",0.1,0,0.2,0.1,0.1,0.2,0
"20983","ENSG00000225930","LINC02249",0.1,0.2,0.1,0.8,4,3,0.1
"20984","ENSG00000225931","AL139246.2",0.2,0,0.7,2,2,2,2
"20985","ENSG00000225932","CTAGE4",0.1,0,0,0,0.2,0,0.1
"20986","ENSG00000225934","AL592310.1",0,0.2,0,0.2,0,0,0
"20987","ENSG00000225935","BANF1P5",0.6,0,0,0,0,0.6,0
"20988","ENSG00000225937","PCA3",0.2,0.1,0.1,0,0.2,0.3,0
"20989","ENSG00000225940","C5orf67",0,0,0,0.2,0,0.4,0
"20990","ENSG00000225945","AL121574.1",0.4,0,0,1,0.7,0.8,0
"20991","ENSG00000225947","AL596448.1",0.4,0,0,0,0,0.8,0
"20992","ENSG00000225950","NTF4",0,0.1,0.1,0.2,0,0.3,0.2
"20993","ENSG00000225951","ODF2-AS1",0.4,0,0,0,0,1,0.9
"20994","ENSG00000225953","SATB2-AS1",0.8,0.5,0.6,0.2,0.6,0.5,0.2
"20995","ENSG00000225956","AL050320.1",0.3,4,0,0,0.3,0.7,0.4
"20996","ENSG00000225962","ENSG00000225962",0,0,0,0,0,0,1
"20997","ENSG00000225963","AC009950.1",0.7,1,1,0.3,0.9,0.6,0.5
"20998","ENSG00000225964","NRIR",0.9,0.9,0,0.3,0.2,0.3,1
"20999","ENSG00000225968","ELFN1",3,0.5,0.3,2,0.1,0.5,3
"21000","ENSG00000225969","ABHD11-AS1",4,5,2,21,2,4,2
"21001","ENSG00000225971","AC003071.1",60,57,35,26,67,92,70
"21002","ENSG00000225972","MTND1P23",2,1,1,5,2,3,2
"21003","ENSG00000225973","PIGBOS1",35,31,16,29,14,30,33
"21004","ENSG00000225974","AC005550.1",0,0.9,0,0,0,0,0
"21005","ENSG00000225975","LINC01534",3,2,2,0.3,3,0.8,2
"21006","ENSG00000225978","HAR1A",0.2,0.3,1,1,0.8,0.2,3
"21007","ENSG00000225979","AC010746.1",0,0,0,0,0.3,0,0
"21008","ENSG00000225980","OR7E19P",0,0,0,0,0.2,0,0
"21009","ENSG00000225981","AC102953.1",0,0.6,0,0.3,0,0,0.7
"21010","ENSG00000225984","HMGB1P26",0.5,0,0,0.2,0,0.3,0.3
"21011","ENSG00000225986","UBXN10-AS1",0,0,0,7,0,0,0
"21012","ENSG00000225990","SNRPEP7",0,0,1,0,0,0,0
"21013","ENSG00000226002","GTF2IP14",1,0.2,3,0.5,0.2,1,3
"21014","ENSG00000226003","PPIAP37",0,0,0,0,1,0.3,0
"21015","ENSG00000226005","AL513303.1",0.5,0.7,0,0.5,3,0,0.6
"21016","ENSG00000226007","BX005266.2",0,0.2,0.1,0.4,0.2,0.1,0.2
"21017","ENSG00000226009","KCNIP2-AS1",0.7,0.8,0.8,2,0.3,0.2,0
"21018","ENSG00000226011","OFD1P1Y",0,0,0.2,0,0,0,0
"21019","ENSG00000226015","CCT8P1",4,5,9,2,3,2,3
"21020","ENSG00000226017","PRICKLE2-AS3",0.2,0.3,0.5,0.4,0.2,0.2,0.3
"21021","ENSG00000226025","LGALS17A",0,0,0.2,0,0,0.1,0
"21022","ENSG00000226026","AC092802.1",1,3,0.8,0.8,1,3,1
"21023","ENSG00000226028","PFN1P12",0,0.3,0,0.3,0.3,0.3,0.3
"21024","ENSG00000226029","LINC01772",1,1,0.5,0.8,0.4,0.7,1
"21025","ENSG00000226030","HLA-DQB3",0,0,0,0,0.4,0,0
"21026","ENSG00000226031","FGF13-AS1",3,5,2,0,4,1,1
"21027","ENSG00000226034","NANOGNBP1",0,0,0.5,0,0,0,0
"21028","ENSG00000226038","PPIAP21",0.3,0,0,0.3,0,0.3,0.4
"21029","ENSG00000226040","AC005740.1",1,0.3,0.4,2,0.6,2,1
"21030","ENSG00000226043","AP000561.1",0,3,0,0,0,0.7,0
"21031","ENSG00000226045","AC234644.1",0.8,0,0.6,0.4,0.4,0.4,1
"21032","ENSG00000226047","AL807761.3",3,2,2,2,3,2,4
"21033","ENSG00000226049","TLK2P1",4,6,5,4,2,4,4
"21034","ENSG00000226051","ZNF503-AS1",0,0,0,3,0,0.1,0.1
"21035","ENSG00000226053","LINC01776",0.9,2,0.7,1,1,2,1
"21036","ENSG00000226054","MEMO1P1",9,16,13,7,9,8,11
"21037","ENSG00000226055","PAICSP1",0.6,0.5,0.2,0.9,0.2,0.9,0.6
"21038","ENSG00000226056","MTND4P32",0.1,0,0,0,0.1,0,0
"21039","ENSG00000226057","PHF2P2",0,6,0,0,2,0.7,0
"21040","ENSG00000226065","ZBTB45P2",0,0.4,0.3,0,0,0.1,0.9
"21041","ENSG00000226066","AC009541.1",0.1,0,0,0,0,0.2,0
"21042","ENSG00000226067","LINC00623",2,8,2,0.5,4,1,0
"21043","ENSG00000226068","HNRNPA3P4",0.2,0,0,0,0.4,0,0
"21044","ENSG00000226070","AL139275.1",0.4,0.7,0.3,0,0.7,0.2,0
"21045","ENSG00000226072","AC016772.1",0,0,0,0.1,0.1,0,0
"21046","ENSG00000226074","PRSS44",0,0,0,0,0,0,0.2
"21047","ENSG00000226080","AC062028.2",0.5,0.5,1,0.3,0,0.4,0
"21048","ENSG00000226081","USP12PX",0.6,1,1,0.3,0.4,0.3,0.3
"21049","ENSG00000226082","AC096915.1",0,0,0,0,0,0,0.4
"21050","ENSG00000226083","SLC39A12-AS1",0.4,0.7,1,0.4,0.8,1,0.7
"21051","ENSG00000226084","AC113935.1",0.8,0.3,0.4,0.3,0,2,0.7
"21052","ENSG00000226085","UQCRFS1P1",6,1,1,2,6,1,2
"21053","ENSG00000226086","EIF3LP3",0,0.3,0.3,0.2,0.2,0.8,0.2
"21054","ENSG00000226087","AC073283.2",0,0,0.3,0,0,0,0
"21055","ENSG00000226088","AL158839.1",0.5,0.5,1,0,0.3,0.3,0.3
"21056","ENSG00000226089","AL122017.1",0,0,0,0.2,0,0,0
"21057","ENSG00000226091","LINC00937",1,3,2,7,5,7,10
"21058","ENSG00000226096","AC087499.2",0,0.9,0,0,0,0,0
"21059","ENSG00000226098","SEC11B",7,5,4,4,7,4,8
"21060","ENSG00000226101","LINC02097",0,0,0.2,0.1,0,0,0.1
"21061","ENSG00000226102","SEPT7P3",2,0.5,0.7,1,0.2,1,2
"21062","ENSG00000226107","AC004383.1",3,1,0,0.5,0.5,0,0
"21063","ENSG00000226113","AL133217.1",0,0,0,0.3,0,0,1
"21064","ENSG00000226115","AP001476.2",0,0,0,0.4,0,0,0
"21065","ENSG00000226117","AC090844.1",0,0,0,0,0,1,0
"21066","ENSG00000226121","AC009487.2",5,6,6,3,2,2,2
"21067","ENSG00000226124","FTCDNL1",3,4,1,7,4,10,0.3
"21068","ENSG00000226125","LINC01907",0.4,0,0.2,0.2,0.1,0.2,0.1
"21069","ENSG00000226131","PPIAP66",0.6,0.3,0,0.3,0,1,0.4
"21070","ENSG00000226132","RPS3AP46",0,0.2,0,0,0,0,0
"21071","ENSG00000226133","AL356289.1",0,0.1,0,0,0,0,0
"21072","ENSG00000226134","AL359502.1",4,4,0,0,0.4,3,0
"21073","ENSG00000226137","BAIAP2-AS1",12,13,13,13,9,20,23
"21074","ENSG00000226138","AC004801.1",0.4,0,0,0,0.4,0,0.5
"21075","ENSG00000226142","RPL35P8",0.5,0.4,0,0,0.9,0,0
"21076","ENSG00000226144","RPS27AP3",1,0,0.5,0,1,0.4,0.4
"21077","ENSG00000226145","KRT16P6",0,0.2,0.4,0,0.1,0,0
"21078","ENSG00000226148","SLC25A39P1",0,0.1,0,0,0,0,0
"21079","ENSG00000226149","AL356124.1",0.2,0.2,0.3,0,0.3,0,0
"21080","ENSG00000226153","Z93242.1",0,0.4,0,0,0,0,0
"21081","ENSG00000226155","AC124944.1",0,0,0,0.2,0,0,0
"21082","ENSG00000226158","CLCP2",0.4,0,0.5,0,0,0,0.4
"21083","ENSG00000226161","EIF4A1P5",0.1,0.1,0.6,0,0.5,0.1,0.2
"21084","ENSG00000226167","AP4B1-AS1",0.7,0.7,1,0.2,0.9,0.6,1
"21085","ENSG00000226174","TEX22",1,0.2,0.2,2,0.2,1,1
"21086","ENSG00000226179","LINC00685",4,5,8,5,3,5,3
"21087","ENSG00000226180","AC010536.1",1,1,0.3,0.2,0.1,0.5,0.2
"21088","ENSG00000226186","ELOCP21",0,0,0,0,0,0.5,0
"21089","ENSG00000226188","HNRNPA1P3",0,0,0,0.3,0,0,0
"21090","ENSG00000226191","CLK3P2",0,0.1,0,0.1,0.4,0,0
